ID_QUATANGSN,PHIQUATANG,THONGDIEP,TENNGUOINHAN,DIACHIGIAOQUA,ID_DH
4132,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Trần Khải Đôn,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",5058
4133,25000,Forget the past; look forward to the future,Nguyễn hoàng minh,"233đường Trục, P.13, Q. BìnhThạnh",4758
4134,45000,,Quang Minh,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4686
4135,25000,Enjoy every mile. Happy Birthday.,Trần Hải Nam,120 Phan Xích Long P3 Quận Bình Thạnh,4118
4136,45000,Chúc mừng sinh nhật!,Minh Hoàng,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4268
4137,25000,Life is a journey.,Ngọc,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",4636
4138,45000,Những gì tốt đẹp nhất vẫn đang đến.,Phan Bá Khôi,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4608
4139,25000,,Nguyễn Đại Nam,120 Phan Xích Long P3 Quận Bình Thạnh,4926
4140,45000,Chúc mừng khởi đầu một năm hành trình mới,Võ Nguyễn Tuấn Kiệt,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",4716
4141,25000,"Another year older, another year wiser. ",Lê Đức Nhật,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",NULL
4142,45000,Chúc mừng sinh nhật người đẹp.,Mai Phương,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4358
4143,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Đức Chung,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4885
4144,45000,\Tận hưởng từng centimet nhé ;),Nguyễn Trí Cao,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",4913
4145,25000,Chúc mừng sinh nhật bạn thân!,Nguyễn Tạ Ân Bình,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",4563
4146,45000,Một ngày được phủ tràn nắng ấm,Vòng Tải Đông,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",5082
4147,25000,Party điii…!!,Thủy Phương,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4051
4148,45000,"Another year older, another year wiser. ",Nguyễn Đăng Huy,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",4939
4149,25000,Chúc mừng sinh nhật bạn thân!,Vương Đắc Quốc Anh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4911
4150,45000,for the best things are yet to come,Phan Văn Tùng Trung,120 Phan Xích Long P3 Quận Bình Thạnh,4029
4151,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Phạm Thịnh Phú,"233đường Trục, P.13, Q. BìnhThạnh",2851
4152,45000,Chúc mừng khởi đầu một năm hành trình mới,Nguyễn Văn Thành,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2597
4153,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Bùi Anh Đức,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",5009
4154,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Phan Phú Trung,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4140
4155,25000,Một ngày được phủ tràn nắng ấm,Nguyễn Phương Nhi,"233đường Trục, P.13, Q. BìnhThạnh",4585
4156,45000,Happy Birthday!,Lê Khánh Giang,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",5079
4157,25000,Những gì tốt đẹp nhất vẫn đang đến.,Trần Duy Khang,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3917
4158,45000,Những gì tốt đẹp nhất vẫn đang đến.,Lê Xuân Minh,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3451
4159,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Nguyễn Trần Nhật Thùy Dương,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",4422
4160,45000,"Another year older, another year wiser. ",Lâm Ngọc Khánh An,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",5061
4161,25000,Forget the past; look forward to the future,Đoàn Minh Tuấn,"156 pAn Lạc A, QBình Tân, TpHCM",4387
4162,45000,Party điii…!!,Nguyễn Ngọc Ánh,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4896
4163,25000,Party điii…!!,Nguyễn Quang Thịnh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4513
4164,45000,Happy Birthday.,Nguyễn Sỹ Nhật Minh,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",3048
4165,25000,May beauty and happiness surround you,Văn Dũng,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3573
4166,45000,Chúc mừng sinh nhật bạn thân!,Trần Minh Thành,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1409
4167,25000,Happy Birthday.,Lê Châu  Anh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4735
4168,45000,for the best things are yet to come,Nguyễn Nhật Quang,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4673
4169,25000,Chúc mừng sinh nhật bạn thân!,Vương Đắc Quốc Anh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4643
4170,45000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Hoàng Gia Vỹ,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2999
4171,25000,Chúc mừng sinh nhật!,Trương Tân Thành,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4957
4172,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Phạm Phúc Nguyên,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",2853
4173,25000,Chúc mừng sinh nhật!,Nguyễn Trọng Quang,120 Phan Xích Long P3 Quận Bình Thạnh,4891
4174,45000,Life is a journey.,Phạm Cao Lâm,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",4942
4175,25000,"Another year older, another year wiser. ",Võ Quốc Hoàng Long,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4633
4176,45000,Chúc mừng sinh nhật nghen,Ngụy Mỹ Linh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4804
4177,25000,Chúc mừng sinh nhật!,Diệp Vĩnh Đức Khiêm,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4853
4178,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Lê Châu Anh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,4689
4179,25000,,Gia Khánh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",2385
4180,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Quỳnh Giang,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4004
4181,25000,Happy Birthday!,Nguyễn Khoa Đăng,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",4405
4182,45000,Cuộc đời là một chuyến hành trình.,Trần Huy Vũ,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4707
4183,25000,Happy Birthday.,Hồ Nam,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3157
4184,45000,Chúc mừng sinh nhật!,Bảo Kỳ,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",4751
4185,25000,\Tận hưởng từng centimet nhé ;),Nguyễn Khoa Đăng,120 Phan Xích Long P3 Quận Bình Thạnh,3919
4186,45000,Chúc bạn một tuổi mới như thế ^^,Trịnh Hoàng Bách,"233đường Trục, P.13, Q. BìnhThạnh",4710
4187,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Lê Hoàng Giang,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",4900
4188,45000,Chúc mừng sinh nhật!,Đinh Bảo Vân,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4857
4189,25000,Chúc mừng sinh nhật bạn thân!,Nguyễn Minh Nguyệt,"156 pAn Lạc A, QBình Tân, TpHCM",1208
4190,45000,Chúc mừng sinh nhật người đẹp.,Lê Đình Đạt,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4828
4191,25000,Chúc mừng sinh nhật bạn thân!,Nguyễn Ngân Hà,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",3600
4192,45000,Happy Birthday,Lê Vĩnh Lộc,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",4658
4193,25000,Chúc mừng sinh nhật!,Lê Quang Minh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",4083
4194,45000,Một ngày được phủ tràn nắng ấm,Nguyễn Linh Lan,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",4938
4195,25000,\Tận hưởng từng centimet nhé ;),Vũ Minh Phát,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3549
4196,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Phùng Đức An,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",5043
4197,25000,Happy Birthday!,Nguyễn Quang Hưng,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",5097
4198,45000,Happy Birthday!,Nguyễn Hoàng Khang,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3800
4199,25000,Happy Birthday,Hoàng Phú Minh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3398
4200,45000,,Vũ Trần Đức Thành,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3126
4201,25000,Chúc mừng sinh nhật nghen,Vương Đắc Quốc Anh,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",5012
4202,45000,Happy Birthday!,Ngô Lê Đức Anh,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",4402
4203,25000,Forget the past; look forward to the future,Vu Bao Chau,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4820
4204,45000,Life is a journey.,Đỗ Nhật Huy,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",3720
4205,25000,Hãy luôn yêu đời nhé !,Bùi Anh Đức,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3516
4206,45000,Happy Birthday.,Trà Thiên Ân,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3454
4207,25000,Party hard - this is YOUR day\,Gia Hưng,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4426
4208,45000,Happy Birthday!,Minh,"233đường Trục, P.13, Q. BìnhThạnh",4752
4209,25000,Cuộc đời là một chuyến hành trình.,Lê Nguyễn Ngọc Thuận,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4671
4210,45000,Chúc mừng sinh nhật!,Vĩnh Kì,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3673
4211,25000,Party điii…!!,Nguyễn Đức Mạnh,"233đường Trục, P.13, Q. BìnhThạnh",3399
4212,45000,Happy Birthday.,Kim Trường Hải,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",5131
4213,25000,Những gì tốt đẹp nhất vẫn đang đến.,Nguyễn Đăng Huy,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",5121
4214,45000,Life is a journey.,Nguyễn Tuấn Khanh,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3983
4215,25000,Chúc mừng sinh nhật!,Phạm An Nhiên,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4322
4216,45000,Chúc mừng sinh nhật.,Nguyễn Trọng Quang,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3750
4217,25000,Cuộc đời là một chuyến hành trình.,Đặng Hữu Khang,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4415
4218,45000,Chúc bạn một tuổi mới như thế ^^,Lê Nguyễn Nhật Anh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2481
4219,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Ngô Lê Đức Anh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",5086
4220,45000,for the best things are yet to come,Xuân Phú,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3571
4221,25000,Happy Birthday,Nguyễn Gia Phúc,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",4124
4222,45000,\Tận hưởng từng centimet nhé ;),Nguyễn Khải Hoàn,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",3953
4223,25000,Chúc mừng sinh nhật!,Diệp Chi,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",2775
4224,45000,Party hard - this is YOUR day\,Nguyễn Đức Mạnh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",2880
4225,25000,Chúc mừng sinh nhật.,Quốc Thanh,"233đường Trục, P.13, Q. BìnhThạnh",3519
4226,45000,Chúc mừng sinh nhật!,Lê Đình Đạt,"233đường Trục, P.13, Q. BìnhThạnh",3642
4227,25000,Happy Birthday!,Nguyễn Xuân Hùng,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4839
4228,45000,Chúc mừng sinh nhật.,Trần Lê Duy,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4823
4229,25000,Party điii…!!,Phạm Minh Khôi,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",5048
4230,45000,Party điii…!!,Trương Mẫn Thy,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4583
4231,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Diệu Anh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4190
4232,45000,Party hard - this is YOUR day\,Vĩnh Kì,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4518
4233,25000,Happy Birthday.,Nguyễn Thúy An,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,4810
4234,45000,,Thủy Phương,"233đường Trục, P.13, Q. BìnhThạnh",4142
4235,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Minh Hạnh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4369
4236,45000,Forget the past; look forward to the future,Hoàng Văn Việt,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4831
4237,25000,Cuộc đời là một chuyến hành trình.,Lê Khánh Giang,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4653
4238,45000,Party hard - this is YOUR day\,Trịnh Hữu Phúc Minh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",4531
4239,25000,Life is a journey.,Tạ Minh Đức,"233đường Trục, P.13, Q. BìnhThạnh",5148
4240,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Vũ Quang Vinh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3070
4241,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Lê Vĩnh Lộc,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4694
4242,45000,Enjoy every mile. Happy Birthday.,Đầu Bảo Linh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4782
4243,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Phạm Thịnh Phú,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4987
4244,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Đỗ Nhật Huy,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3924
4245,25000,Happy Birthday!,Trần Minh Thành,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",3623
4246,45000,Một ngày được phủ tràn nắng ấm,Nguyễn Quang Thắng,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",2782
4247,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Mai Bảo Ân,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",3373
4248,45000,Party hard - this is YOUR day\,Tuấn Anh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4961
4249,25000,Cuộc đời là một chuyến hành trình.,Lê Gia Minh,"233đường Trục, P.13, Q. BìnhThạnh",3400
4250,45000,Những gì tốt đẹp nhất vẫn đang đến.,Lương Bảo Lâm,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",2229
4251,25000,May beauty and happiness surround you,Trần Mai Ngọc Đăng,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",2760
4252,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Hứa Gia Bảo,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",3670
4253,25000,Chúc bạn một tuổi mới như thế ^^,Phan Bá Khôi,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",4529
4254,45000,Chúc mừng sinh nhật!,Nguyễn Huỳnh Bảo Nam,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4621
4255,25000,\Tận hưởng từng centimet nhé ;),Nguyễn Minh Quyền,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4816
4256,45000,Chúc mừng sinh nhật!,Hồ Tấn Thiện,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",4614
4257,25000,Enjoy every mile. Happy Birthday.,Công Khanh,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",5100
4258,45000,May beauty and happiness surround you,Đỗ Gia Bảo,120 Phan Xích Long P3 Quận Bình Thạnh,2463
4259,25000,Forget the past; look forward to the future,Hồ Hải Nam,"233đường Trục, P.13, Q. BìnhThạnh",4581
4260,45000,Happy Birthday!,Lê Nguyễn Ngọc Thuận,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4325
4261,25000,Chúc mừng sinh nhật bạn thân!,Văn Dũng,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4744
4262,45000,Chúc mừng sinh nhật!,Diệp Chi,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4734
4263,25000,Chúc mừng sinh nhật!,Nguyễn Đức Mạnh,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4887
4264,45000,Chúc mừng khởi đầu một năm hành trình mới,Nguyễn Trung Hưng,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3803
4265,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Tạ Ân Bình,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4915
4266,45000,for the best things are yet to come,Đỗ Vĩnh An,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4224
4267,25000,Forget the past; look forward to the future,Hoàng Gia Anh,120 Phan Xích Long P3 Quận Bình Thạnh,4833
4268,45000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Đại Nam,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4925
4269,25000,Chúc mừng sinh nhật.,Hưng,120 Phan Xích Long P3 Quận Bình Thạnh,5137
4270,45000,Chúc mừng sinh nhật!,Lê Vĩnh Huy,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",5053
4271,25000,Happy Birthday!,Hồ Nam,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",3886
4272,45000,Happy Birthday!,Trịnh Hoàng Bách,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",5154
4273,25000,Chúc mừng khởi đầu một năm hành trình mới,Nguyễn Hữu Phước,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",4412
4274,45000,Enjoy every mile. Happy Birthday.,Nguyễn Trúc Quỳnh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3199
4275,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Hoàng Minh Nguyên,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",3833
4276,45000,Happy Birthday!,Lý Thiên Bảo,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",4644
4277,25000,Happy Birthday.,Lê Vĩnh Huy,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",4767
4278,45000,Những gì tốt đẹp nhất vẫn đang đến.,Khánh,"156 pAn Lạc A, QBình Tân, TpHCM",3664
4279,25000,,Trịnh Hữu Phúc Minh,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",4907
4280,45000,May beauty and happiness surround you,Vinh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",5160
4281,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Đinh Bảo Vân,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2304
4282,45000,Chúc mừng sinh nhật!,Lê Hồng Nhật Y,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2991
4283,25000,Party điii…!!,Phan Phú Trung,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",3948
4284,45000,Chúc mừng sinh nhật người đẹp.,Lê Trần Hương Giang,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3730
4285,25000,Chúc mừng sinh nhật!,Phạm Phúc Nguyên,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",5028
4286,45000,Một ngày được phủ tràn nắng ấm,Hoàng Gia Anh,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",2155
4287,25000,Happy Birthday!,Lê Đặng Việt Anh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5152
4288,45000,Chúc mừng sinh nhật nghen,Trịnh Hữu Phúc Minh,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4317
4289,25000,Happy Birthday,Trần Duy Khang,120 Phan Xích Long P3 Quận Bình Thạnh,3681
4290,45000,Happy Birthday!,Hồ Tuấn Đạt,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",4421
4291,25000,Life is a journey.,Đinh Trần Huy Khôi,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",4498
4292,45000,Happy Birthday,Nguyễn Phúc Minh Khôi,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",5027
4293,25000,Chúc mừng sinh nhật!,Benjamin,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",4323
4294,45000,Chúc mừng khởi đầu một năm hành trình mới,Phạm Trung Kiên,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",5101
4295,25000,Cuộc đời là một chuyến hành trình.,Đỗ Nhật Huy,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4723
4296,45000,Happy Birthday!,Nguyễn Nhật Ánh Dương,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4721
4297,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Trương Hà Linh,"156 pAn Lạc A, QBình Tân, TpHCM",4847
4298,45000,Chúc mừng khởi đầu một năm hành trình mới,Phạm Cao Lâm,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",5099
4299,25000,,Nguyễn Bảo Chi. Nguyễn Ngọc Tùng.,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4117
4300,45000,Chúc mừng sinh nhật!,Đỗ Đức Phúc Thịnh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3638
4301,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Diệu Anh,120 Phan Xích Long P3 Quận Bình Thạnh,3836
4302,45000,May beauty and happiness surround you,Vũ Trần Đức Thành,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4966
4303,25000,"Another year older, another year wiser. ",Võ Nguyễn Tuấn Kiệt,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",4473
4304,45000,Chúc mừng sinh nhật người đẹp.,Phạm Thịnh Phú,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",5098
4305,25000,Chúc mừng sinh nhật.,Tâm Ái,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3708
4306,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Diệp Chi,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4698
4307,25000,Những gì tốt đẹp nhất vẫn đang đến.,Phan Thiện Lâm,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",5112
4308,45000,Chúc mừng khởi đầu một năm hành trình mới,Bùi Bá Triết,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",4515
4309,25000,Chúc mừng sinh nhật bạn thân!,Vũ Ngọc Hải,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4979
4310,45000,"Another year older, another year wiser. ",Đào Đình Việt,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",NULL
4311,25000,Forget the past; look forward to the future,Diệp Vĩnh Đức Khiêm,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4404
4312,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Phúc Quang Lâm,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",5045
4313,25000,Chúc mừng sinh nhật.,Huỳnh Quang Trí,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3314
4314,45000,Party hard - this is YOUR day\,Lê Xuân Bách,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",4762
4315,25000,Chúc mừng sinh nhật người đẹp.,Nguyễn Tâm Anh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,4827
4316,45000,Chúc mừng sinh nhật người đẹp.,Nguyễn Duy Nguyên,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",5008
