ID_KH,ID_VOUCHER,SOLUONG,DIENTHOAINHANMA
5549,1485,2,5-379-208  
5550,1135,2,8-297-187  
5552,755,2,(2) 733-820
5555,1382,2,(6) 540-098
5556,1350,2,8-681-873  
5557,2702,2,(3) 459-751
5561,2422,2,(9) 055-219
5563,1423,2,0-859-962  
5564,487,2,0-159-474  
5568,2356,2,(6) 533-472
5569,272,2,8-034-794  
5571,539,2,7-169-166  
5573,2369,2,4-018-832  
5574,3225,2,8-017-091  
5575,2016,2,7-640-284  
5580,3745,2,1-928-288  
5581,3070,2,3-964-187  
5583,1000,2,(3) 833-684
5584,493,2,(6) 439-496
5586,1260,2,6-177-283  
5589,747,2,8-810-970  
5591,267,2,9-501-547  
5592,1887,2,9-055-894  
5594,1138,2,(9) 130-329
5596,242,2,6-777-342  
5597,518,2,(2) 368-554
5598,1066,2,3-693-522  
5599,3281,2,(7) 265-879
5600,572,2,6-707-632  
5602,3623,2,9-019-455  
5604,1334,2,0-475-262  
5605,700,2,(8) 235-455
5606,120,2,(6) 701-004
5608,1925,2,2-925-446  
5609,2938,2,8-975-884  
5610,1290,2,2-459-717  
5612,2486,2,1-758-332  
5614,2521,2,(8) 219-664
5615,1271,2,9-029-150  
5619,3245,2,(6) 271-559
5624,1118,2,(5) 758-557
5625,90,2,8-981-096  
5629,3754,2,(1) 984-386
5630,2286,2,5-425-111  
5634,2006,2,7-918-168  
5636,791,2,(8) 917-642
5638,913,2,0-905-147  
5639,3460,2,1-892-365  
5640,2119,2,(1) 880-882
5641,1361,2,(5) 469-663
5645,190,2,8-145-116  
5646,3772,2,9-203-276  
5648,1209,2,2-763-997  
5649,105,2,1-745-394  
5650,1991,2,(0) 220-951
5651,2838,2,7-035-755  
5654,1459,2,(5) 288-502
5655,3126,2,3-365-930  
5657,2171,2,2-079-365  
5662,2582,2,(2) 246-321
5667,2232,2,(0) 156-204
5671,3698,2,5-321-309  
5672,3166,2,(8) 847-298
5675,1816,2,(5) 337-918
5678,2067,2,3-537-946  
5680,1451,2,(8) 257-041
5681,2850,2,(0) 694-627
5682,912,2,6-796-003  
5685,793,2,(2) 791-626
5687,635,2,8-144-876  
5688,1178,2,6-975-836  
5689,907,2,(1) 079-641
5690,953,2,9-781-218  
5692,3743,2,(5) 715-587
5693,1488,2,3-069-232  
5694,1516,2,7-741-974  
5695,121,2,4-952-718  
5696,2536,2,5-291-188  
5698,250,2,(0) 057-999
5699,569,2,0-022-373  
5702,127,2,(4) 240-198
5703,3511,2,(9) 233-883
5706,3770,2,(7) 039-813
5707,787,2,8-089-970  
5709,658,2,(4) 211-582
5715,3282,2,(4) 756-584
5716,3396,2,(9) 052-547
5718,2011,2,1-335-689  
5719,446,2,6-540-054  
5720,2461,2,2-694-460  
5724,2438,2,4-532-467  
5726,326,2,4-513-956  
5729,1947,2,(6) 627-357
5731,1369,2,4-249-396  
5732,3498,2,(0) 000-597
5733,1148,2,(7) 333-291
5734,1164,2,(0) 633-225
5736,510,2,(5) 144-520
5739,3636,2,(3) 698-807
5740,905,2,(7) 432-016
5741,3132,2,(4) 265-205
5742,1939,2,(1) 399-724
5743,910,2,(2) 207-183
5746,173,2,5-508-096  
5747,637,2,4-610-572  
5749,3509,2,(1) 407-810
5752,2395,2,6-530-952  
5753,1305,2,4-408-080  
5754,2237,2,8-978-254  
5756,2463,2,(4) 940-851
5758,3436,2,(6) 481-699
5759,1458,2,(1) 723-355
5760,2145,2,4-273-937  
5761,1114,2,0-333-746  
5764,2459,2,4-879-110  
5766,2972,2,4-615-988  
5767,3973,2,7-742-571  
5769,3424,2,(9) 808-975
5774,4,2,(0) 613-530
5775,2533,2,(1) 942-455
5776,2776,2,8-266-297  
5777,3316,2,1-023-421  
5783,2338,2,(0) 806-201
5784,2077,2,(0) 106-514
5790,2190,2,5-133-323  
5792,1262,2,(5) 770-646
5794,3783,2,6-072-084  
5797,55,2,1-345-460  
5798,3211,2,6-930-085  
5801,2814,2,7-057-955  
5804,875,2,1-466-054  
5805,1455,2,6-243-684  
5808,417,2,(2) 924-954
5809,1760,2,(5) 371-683
5811,1695,2,6-277-923  
5812,3174,2,1-310-449  
5814,1383,2,(5) 443-819
5817,224,2,(7) 206-790
5818,2873,2,5-940-556  
5820,1324,2,(7) 178-276
5821,190,2,(8) 004-103
5822,2912,2,(7) 743-244
5824,1286,2,8-788-997  
5828,708,2,(0) 278-488
5830,30,2,(8) 430-118
5832,661,2,0-169-027  
5834,623,2,(9) 331-784
5837,3061,2,(1) 769-925
5838,752,2,4-420-181  
5839,3796,2,0-310-398  
5841,2523,2,6-513-860  
5842,67,2,(5) 817-492
5843,369,2,(7) 809-352
5845,821,2,(1) 801-395
5846,921,2,5-453-273  
5847,3733,2,5-853-007  
5848,2973,2,8-991-037  
5849,34,2,9-724-107  
5852,2363,2,6-436-941  
5858,718,2,9-974-395  
5859,1669,2,5-192-017  
5861,3683,2,(7) 037-752
5863,1207,2,(5) 514-807
5865,317,2,(6) 095-564
5866,1518,2,6-932-360  
5868,1208,2,(7) 091-301
5870,1616,2,(7) 576-700
5871,1935,2,(6) 872-087
5878,80,2,(3) 158-464
5879,982,2,(2) 725-438
5880,2020,2,4-120-971  
5885,662,2,4-581-010  
5886,2870,2,(0) 969-335
5887,802,2,(4) 523-293
5889,1638,2,1-789-244  
5892,2927,2,5-408-476  
5893,812,2,(6) 501-832
5894,155,2,(9) 644-620
5896,1694,2,(6) 080-862
5897,1797,2,5-681-276  
5898,833,2,(6) 192-302
5899,1429,2,3-136-311  
5900,414,2,9-596-174  
5903,878,2,(1) 313-561
5905,1522,2,1-216-090  
5906,3793,2,(6) 376-306
5907,1177,2,(9) 795-724
5909,3587,2,(4) 704-995
5912,188,2,9-045-233  
5913,3882,2,(5) 063-060
5914,196,2,8-636-996  
5915,1095,2,6-852-925  
5916,402,2,(9) 327-350
5918,933,2,(3) 601-593
5919,3155,2,(8) 518-678
5920,2778,2,3-131-852  
5921,3637,2,5-756-376  
5922,2479,2,(4) 086-769
5925,2419,2,3-142-967  
5928,109,2,5-574-097  
5930,1657,2,6-315-166  
5932,3081,2,5-885-478  
5933,2551,2,(1) 526-015
5934,3842,2,(1) 651-400
5935,3535,2,(1) 796-792
5936,1422,2,4-309-684  
5937,798,2,(8) 787-788
5939,1119,2,4-011-593  
5942,534,2,(7) 936-073
5943,2489,2,5-487-368  
5944,1698,2,(9) 386-071
5947,1762,2,(7) 730-061
5948,525,2,(5) 918-202
5949,1134,2,9-256-765  
5950,3614,2,9-072-947  
5951,2887,2,(4) 885-716
5955,2787,2,4-307-412  
5958,3775,2,(5) 120-364
5961,1384,2,(6) 097-466
5963,3820,2,(1) 801-739
5968,2398,2,7-151-905  
5969,893,2,3-161-628  
5971,3186,2,1-031-739  
5973,194,2,(2) 776-533
5975,2935,2,6-671-758  
5976,1474,2,4-029-111  
5979,3860,2,(8) 711-261
5982,995,2,6-873-589  
5983,2999,2,(6) 813-244
5984,662,2,2-222-684  
5985,2665,2,1-492-770  
5988,1359,2,(0) 840-403
5991,1973,2,(4) 425-759
5995,3381,2,(9) 265-077
5997,2123,2,0-401-085  
6000,3715,2,(8) 499-752
6001,789,2,3-899-314  
6005,794,2,(5) 639-392
6006,611,2,4-854-352  
6008,983,2,(8) 950-159
6009,1483,2,0-004-969  
6010,1418,2,4-408-373  
6011,681,2,6-144-400  
6018,2329,2,(0) 134-423
6019,3371,2,7-099-368  
6020,403,2,9-866-662  
6024,3238,2,(6) 108-103
6029,1782,2,3-307-758  
6030,223,2,(6) 799-559
6034,517,2,9-484-233  
6036,162,2,8-130-504  
6037,3254,2,3-362-039  
6040,1140,2,(5) 435-948
6041,1448,2,0-676-536  
6043,3011,2,3-239-121  
6044,871,2,(4) 349-246
6050,1592,2,8-163-139  
6051,411,2,2-810-331  
6053,526,2,9-579-350  
6054,1234,2,(4) 452-235
6056,1765,2,(0) 105-017
6057,1327,2,1-063-551  
6058,1077,2,3-263-136  
6064,24,2,(9) 279-124
6071,116,2,2-774-775  
6073,2786,2,1-537-056  
6074,3315,2,6-507-274  
6075,703,2,0-046-199  
6076,302,2,1-649-401  
6077,3252,2,(9) 237-608
6078,1142,2,1-167-115  
6079,1841,2,0-085-050  
6080,2229,2,2-744-873  
6081,2203,2,3-090-321  
6082,2115,2,8-363-174  
6085,2756,2,8-828-686  
6086,3520,2,6-436-546  
6087,3270,2,2-969-384  
6089,922,2,(3) 152-322
6091,1008,2,(8) 374-597
6093,2632,2,2-486-430  
6095,758,2,1-424-079  
6096,1066,2,2-281-023  
6097,2317,2,(1) 426-604
6098,409,2,(8) 589-997
6099,3949,2,(0) 967-530
6102,2062,2,(5) 664-076
6105,3475,2,5-667-644  
6107,3889,2,3-640-687  
6108,1706,2,3-469-126  
6109,722,2,(7) 893-692
6110,200,2,5-408-164  
6117,1074,2,(6) 473-283
6118,1456,2,1-882-511  
6119,3484,2,(6) 191-762
6121,1362,2,4-836-879  
6124,137,2,(7) 558-675
6126,3175,2,(8) 006-921
6128,3080,2,(9) 636-153
6129,929,2,5-477-389  
6131,1291,2,(0) 064-989
6132,3193,2,(7) 841-136
6133,1917,2,(9) 575-650
6134,1764,2,3-569-657  
6137,541,2,1-521-222  
6140,2947,2,(2) 768-475
6141,2156,2,0-131-408  
6142,3461,2,4-793-235  
6145,3896,2,(4) 757-096
6152,3851,2,(9) 340-463
6153,3799,2,8-636-054  
6154,863,2,(7) 909-232
6155,589,2,(1) 891-843
6156,1047,2,(9) 022-359
6159,301,2,(9) 219-340
6165,3773,2,(9) 154-275
6168,191,2,0-273-316  
6170,634,2,(8) 967-685
6171,584,2,4-422-934  
6173,3906,2,4-691-378  
6174,509,2,(8) 334-668
6176,1075,2,(1) 944-577
6181,357,2,9-473-443  
6190,882,2,(9) 179-348
6191,150,2,(4) 207-822
6192,934,2,9-857-946  
6193,2239,2,(5) 839-624
6194,3084,2,(7) 008-245
6196,3527,2,1-759-429  
6198,3490,2,2-169-306  
6204,3771,2,(6) 454-864
6206,3235,2,8-174-478  
6209,1899,2,(0) 402-204
6213,3696,2,(8) 354-844
6214,1298,2,(0) 963-399
6215,1459,2,(5) 657-558
6216,229,2,(3) 503-303
6220,1188,2,(4) 644-630
6223,729,2,2-449-062  
6225,2494,2,3-926-032  
6226,1338,2,(1) 699-628
6227,3675,2,6-514-685  
6228,1585,2,(4) 837-300
6230,2375,2,(2) 204-764
6231,3987,2,1-071-077  
6233,745,2,(4) 457-118
6234,3335,2,(6) 627-364
6235,1974,2,6-992-613  
6236,1705,2,(1) 544-253
6237,1479,2,(2) 397-157
6238,2251,2,3-618-218  
6239,1655,2,(9) 366-517
6242,1203,2,(1) 152-011
6243,3111,2,8-542-521  
6244,2954,2,(9) 241-409
6245,1078,2,8-347-668  
6249,3734,2,(7) 070-901
6250,2073,2,1-833-379  
6251,3188,2,3-808-494  
6255,795,2,(3) 235-309
6256,3532,2,2-435-406  
6260,523,2,(9) 093-142
6264,1150,2,3-485-790  
6267,1874,2,8-393-192  
6269,1187,2,(7) 950-057
6271,1195,2,(3) 609-569
6272,1316,2,(8) 425-246
6274,1406,2,6-212-173  
6276,422,2,(8) 303-065
6279,654,2,(4) 777-610
6280,2611,2,(6) 668-460
6282,1702,2,(8) 286-172
6283,1301,2,2-247-396  
6285,337,2,0-478-809  
6286,1414,2,1-636-479  
6289,1494,2,(5) 827-788
6290,1192,2,(6) 232-984
6291,130,2,3-802-533  
6292,818,2,2-743-093  
6293,2128,2,(5) 450-379
6295,2002,2,(1) 477-728
6297,312,2,(5) 512-916
6298,1393,2,(6) 143-335
6301,34,2,5-095-538  
6302,514,2,(8) 661-330
6303,3757,2,4-044-203  
6304,3150,2,4-313-783  
6305,1663,2,(2) 245-288
6306,2687,2,3-563-602  
6307,375,2,(8) 260-343
6308,2747,2,1-211-063  
6310,285,2,(5) 884-210
6314,1017,2,2-444-459  
6316,1396,2,(1) 901-357
6317,1175,2,(9) 627-900
6318,54,2,(6) 957-454
6319,3778,2,2-923-602  
6320,1534,2,4-269-540  
6321,2602,2,5-811-599  
6322,3904,2,(9) 507-708
6327,3192,2,7-064-630  
6331,1840,2,(7) 953-540
6334,1731,2,(1) 148-817
6335,559,2,2-220-074  
6337,2098,2,6-923-981  
6338,1000,2,(0) 469-656
6340,1062,2,(3) 223-864
6341,1594,2,4-213-181  
6344,736,2,9-794-399  
6345,3879,2,(1) 865-769
6346,2900,2,(4) 394-107
6348,2130,2,9-997-075  
6349,1913,2,8-201-851  
6353,685,2,0-873-808  
6355,3128,2,9-735-703  
6357,75,2,3-233-195  
6358,1216,2,9-833-937  
6359,3413,2,0-500-515  
6361,23,2,7-879-108  
6365,1866,2,(8) 494-215
6366,3542,2,(0) 929-544
6368,2893,2,4-803-491  
6369,1243,2,1-278-429  
6370,44,2,1-418-120  
6371,1646,2,(3) 060-602
6374,717,2,1-632-791  
6375,681,2,(2) 360-571
6376,3344,2,9-774-679  
6377,93,2,(0) 631-555
6378,3450,2,(4) 986-888
6379,1169,2,0-557-133  
6380,3457,2,(9) 043-349
6382,702,2,4-749-232  
6384,1382,2,(0) 346-458
6385,873,2,(4) 597-673
6386,2047,2,1-646-227  
6387,2037,2,(6) 738-245
6388,463,2,(9) 042-237
6389,1651,2,2-721-643  
6390,3393,2,8-120-622  
6391,1807,2,(0) 100-728
6393,3861,2,(9) 837-141
6395,203,2,(3) 410-576
6396,388,2,(5) 175-583
6397,3326,2,0-201-994  
6398,829,2,5-638-694  
6399,1830,2,8-642-041  
6400,2336,2,(7) 928-048
6401,1123,2,(5) 751-540
6402,1694,2,3-326-072  
6404,1258,2,(0) 148-470
6407,2281,2,9-928-731  
6408,2017,2,(6) 059-011
6411,1209,2,(7) 255-474
6412,1503,2,(5) 759-455
6415,674,2,1-830-712  
6416,3610,2,(3) 192-945
6417,582,2,9-465-355  
6420,1351,2,6-128-631  
6421,3969,2,9-421-745  
6422,3119,2,6-393-143  
6424,3974,2,(9) 020-562
6427,2326,2,3-882-871  
6429,2151,2,2-360-215  
6432,3375,2,1-124-733  
6433,3048,2,(9) 354-025
6434,2841,2,(1) 581-362
6436,3388,2,1-806-065  
6443,3380,2,1-237-080  
6445,3718,2,0-232-523  
6446,150,2,4-113-295  
6449,230,2,(3) 349-357
6450,3764,2,1-394-578  
6451,189,2,1-760-039  
6452,3146,2,(4) 976-382
6453,1802,2,3-800-491  
6454,232,2,(2) 299-413
6455,2039,2,2-096-691  
6456,1715,2,6-417-266  
6461,1217,2,2-822-694  
6462,3827,2,(8) 341-198
6465,2298,2,4-945-298  
6466,1790,2,(9) 092-616
6470,684,2,6-999-989  
6472,1430,2,(9) 934-703
6473,1152,2,8-008-087  
6475,378,2,4-112-222  
6476,1572,2,(8) 098-524
6478,3835,2,3-239-412  
6481,1058,2,(2) 702-641
6486,2367,2,7-163-854  
6489,1752,2,1-135-212  
6490,2905,2,(0) 982-824
6492,140,2,5-451-159  
6493,2148,2,9-104-543  
6501,2328,2,0-105-759  
6503,65,2,(2) 040-227
6505,250,2,(4) 691-051
6507,3850,2,(0) 918-747
6509,182,2,8-627-111  
6512,3124,2,4-253-430  
6514,1303,2,(1) 324-883
6517,3554,2,(4) 007-305
6518,1364,2,8-780-488  
6519,2206,2,(7) 324-030
6520,3180,2,(4) 301-050
6522,508,2,8-435-802  
6523,160,2,9-232-579  
6524,3422,2,6-593-974  
6530,3264,2,1-058-810  
6531,1138,2,9-100-423  
6532,1338,2,(1) 491-801
6533,692,2,(8) 793-369
6536,1656,2,4-728-200  
6539,830,2,3-675-469  
6540,101,2,5-070-337  
6541,3832,2,(6) 416-966
6542,505,2,(7) 288-707
6543,3852,2,2-177-062  
6544,2575,2,6-619-464  
6545,1533,2,8-325-691  
6548,3263,2,(9) 818-532
6549,304,2,(8) 147-551
6550,1398,2,(5) 651-056
6551,3067,2,8-743-085  
6554,1262,2,0-067-291  
6555,219,2,8-891-436  
6562,249,2,(2) 290-058
6565,1211,2,(0) 012-028
6566,386,2,4-673-220  
6567,496,2,7-675-965  
6569,112,2,(3) 475-503
6571,177,2,7-563-096  
6573,197,2,(4) 159-407
6575,48,2,4-274-596  
6577,1457,2,4-996-674  
6580,1213,2,5-109-089  
6581,3992,2,9-430-618  
6582,2231,2,3-922-080  
6586,1041,2,8-872-339  
6587,2214,2,(8) 319-194
6588,2285,2,(6) 696-588
6590,1867,2,8-350-123  
6597,1833,2,8-240-707  
6599,2816,2,2-676-821  
6600,591,2,0-003-251  
6601,1079,2,(3) 086-643
6603,3191,2,8-165-604  
6604,1933,2,(6) 212-747
6607,1543,2,(3) 388-195
6608,723,2,(7) 508-745
6609,2500,2,(3) 280-649
6611,2032,2,9-643-352  
6616,1154,2,1-178-857  
6617,1930,2,2-317-543  
6618,1776,2,0-008-165  
6619,290,2,(0) 760-443
6620,2835,2,0-779-960  
6622,2346,2,1-286-271  
6623,648,2,6-906-504  
6625,1516,2,2-099-220  
6626,1219,2,1-031-293  
6627,274,2,(0) 304-939
6629,1776,2,(4) 178-340
6631,2516,2,(0) 000-465
6633,740,2,7-988-268  
6634,2953,2,(7) 069-526
6635,583,2,1-020-085  
6637,2744,2,2-059-091  
6639,1957,2,0-376-975  
6641,2069,2,(9) 290-097
6642,1474,2,1-942-138  
6644,1721,2,8-737-985  
6645,914,2,8-418-418  
6646,2660,2,(0) 053-241
6647,946,2,(6) 682-181
6648,1467,2,9-118-768  
6649,2484,2,4-628-908  
6652,463,2,(2) 375-157
6654,3062,2,2-242-629  
6655,3741,2,(8) 216-727
6657,2454,2,(6) 329-355
6659,495,2,(4) 310-871
6660,3643,2,2-781-103  
6661,1813,2,1-233-509  
6663,1312,2,0-868-018  
6665,2966,2,4-637-497  
6666,2110,2,(5) 277-262
6668,2654,2,(1) 877-192
6673,1976,2,9-415-177  
6675,2704,2,(0) 976-901
6676,1579,2,(6) 857-931
6679,3959,2,(1) 280-472
6681,1078,2,7-905-788  
6685,1598,2,(7) 121-662
6686,358,2,0-918-679  
6688,2796,2,1-484-834  
6689,2428,2,7-086-779  
6690,37,2,(0) 939-831
6691,774,2,5-810-325  
6693,216,2,2-024-052  
6694,2616,2,(1) 070-500
6697,614,2,(2) 487-252
6699,2288,2,(5) 225-605
6701,3688,2,1-293-686  
6702,2250,2,(9) 593-445
6703,498,2,(7) 758-268
6704,3469,2,9-138-582  
6705,1285,2,5-977-034  
6706,1553,2,(2) 187-501
6707,619,2,2-184-973  
6708,2840,2,(1) 456-019
6712,2550,2,7-797-533  
6716,2752,2,(9) 827-044
6718,2468,2,(0) 279-335
6719,1911,2,(0) 159-339
6720,3883,2,5-661-524  
6722,1024,2,4-550-471  
6725,2794,2,7-931-203  
6727,2370,2,8-779-072  
6728,327,2,(8) 112-339
6730,401,2,0-516-597  
6731,3501,2,1-218-102  
6732,2746,2,(9) 313-176
6733,1879,2,(1) 730-058
6735,342,2,0-474-430  
6741,776,2,(8) 880-703
6742,2546,2,(9) 516-854
6743,1832,2,(5) 071-301
6745,2886,2,5-870-788  
6750,1669,2,(5) 464-426
6752,2158,2,2-521-475  
6753,726,2,(4) 819-137
6759,2731,2,8-935-665  
6760,2390,2,(2) 727-437
6761,1228,2,9-802-680  
6762,3736,2,8-536-365  
6764,1673,2,9-066-638  
6765,1150,2,(6) 869-762
6766,1044,2,1-862-648  
6767,118,2,(2) 647-967
6768,3693,2,(5) 152-225
6769,2088,2,9-933-809  
6770,184,2,1-497-306  
6774,2386,2,(0) 436-365
6777,1595,2,2-465-300  
6779,1568,2,(9) 772-025
6785,2645,2,9-583-155  
6788,1335,2,(1) 442-996
6796,3127,2,(3) 312-255
6798,2970,2,(2) 994-446
6799,3571,2,(1) 985-535
6800,956,2,(7) 418-498
6801,1876,2,4-618-639  
6802,773,2,(1) 231-448
6803,2323,2,5-247-955  
6805,3139,2,0-024-987  
6808,587,2,9-228-029  
6812,799,2,(7) 134-119
6813,3540,2,3-450-817  
6816,548,2,8-811-326  
6817,220,2,(0) 952-415
6818,18,2,(1) 902-974
6819,782,2,4-161-679  
6821,1020,2,9-502-206  
6823,2860,2,(6) 960-064
6824,2865,2,(1) 657-610
6827,2444,2,9-476-096  
6828,610,2,8-743-344  
6829,3097,2,8-540-863  
6830,128,2,(5) 102-935
6831,899,2,(3) 848-555
6834,163,2,(1) 512-123
6841,3563,2,(7) 728-725
6844,2488,2,(5) 147-019
6846,2245,2,5-310-919  
6847,3392,2,1-565-419  
6849,976,2,(8) 835-364
6851,54,2,(5) 928-509
6853,256,2,(8) 955-636
6854,1307,2,6-723-089  
6856,984,2,2-551-828  
6858,542,2,(9) 505-344
6859,446,2,(1) 559-337
6860,1539,2,(8) 884-046
6862,2984,2,(4) 489-902
6864,2353,2,(4) 134-996
6866,3283,2,1-486-251  
6867,1302,2,1-825-110  
6869,3664,2,7-340-182  
6872,934,2,5-949-719  
6876,2782,2,8-448-098  
6878,838,2,(4) 491-509
6881,2688,2,(4) 769-077
6883,1929,2,7-760-357  
6887,2996,2,(6) 871-764
6888,416,2,0-524-191  
6891,2890,2,(8) 703-620
6892,447,2,(9) 002-207
6896,2013,2,(7) 822-085
6897,946,2,(1) 111-913
6898,2652,2,2-938-980  
6902,2337,2,3-479-985  
6904,749,2,8-812-938  
6905,78,2,(6) 062-300
6908,1487,2,8-213-026  
6912,891,2,4-494-146  
6913,645,2,(9) 321-712
6914,511,2,2-962-498  
6915,680,2,8-939-613  
6916,568,2,4-337-310  
6917,1597,2,6-684-746  
6919,284,2,4-242-779  
6920,3817,2,(0) 745-839
6922,2904,2,(8) 687-135
6924,2524,2,8-624-154  
6925,279,2,(9) 717-524
6926,2534,2,(6) 648-847
6928,458,2,(5) 427-917
6930,2929,2,3-517-060  
6933,1128,2,(4) 402-049
6934,616,2,4-219-416  
6938,3266,2,0-557-386  
6940,2933,2,(0) 247-120
6943,549,2,(0) 927-847
6950,3339,2,(1) 574-716
6952,2122,2,5-793-892  
6956,1237,2,5-028-516  
6959,127,2,(5) 550-614
6963,908,2,(2) 573-610
6964,3752,2,7-587-728  
6966,889,2,(6) 171-241
6968,3470,2,(8) 965-171
6972,833,2,1-973-795  
6973,806,2,7-837-011  
6974,324,2,(5) 143-956
6975,665,2,(2) 172-281
6977,3243,2,(9) 370-903
6982,1918,2,(5) 309-415
6983,2586,2,(7) 742-043
6985,1139,2,4-652-998  
6987,1948,2,(8) 425-064
6988,1470,2,9-082-775  
6991,2335,2,0-876-386  
6992,2540,2,2-584-789  
6993,2833,2,8-697-394  
6994,2809,2,(2) 686-935
6999,733,2,(7) 102-282
7000,1047,2,(0) 267-578
7001,2107,2,(7) 553-423
7002,33,2,(3) 124-379
7005,1693,2,5-939-833  
7008,2431,2,4-975-234  
7010,770,2,(5) 038-526
7011,1307,2,(2) 210-958
7016,1083,2,(2) 130-030
7017,2272,2,(0) 101-216
7019,538,2,(9) 595-849
7021,620,2,(6) 767-025
7025,3269,2,4-890-276  
7026,3862,2,(3) 321-972
7027,1052,2,(3) 762-349
7028,255,2,4-856-757  
7029,1865,2,8-244-757  
7034,2247,2,8-014-932  
7035,158,2,(5) 846-504
7037,2076,2,(9) 874-205
7038,399,2,(2) 471-209
7039,1397,2,1-044-482  
7042,2186,2,(6) 551-840
7043,1102,2,9-526-876  
7045,737,2,1-023-887  
7047,1552,2,5-821-531  
7050,3204,2,8-213-843  
7051,2624,2,4-966-780  
7053,49,2,(6) 304-461
7059,1851,2,2-185-704  
7060,661,2,5-331-203  
7061,864,2,9-147-617  
7064,1267,2,(2) 108-867
7065,1607,2,5-898-071  
7068,2607,2,(4) 153-880
7069,3788,2,(7) 822-433
7072,3631,2,(1) 874-366
7073,3996,2,3-983-992  
7074,1814,2,(4) 003-528
7075,3362,2,8-078-329  
7077,600,2,7-772-335  
7078,2656,2,6-230-805  
7079,3321,2,4-246-271  
7080,1696,2,(4) 192-159
7084,2593,2,3-157-602  
7086,559,2,(6) 739-419
7087,1442,2,9-313-548  
7088,2666,2,5-431-507  
7090,1311,2,5-568-196  
7095,525,2,7-177-651  
7097,3965,2,(1) 083-648
7099,609,2,(7) 178-704
7100,2751,2,6-187-920  
7101,3918,2,(9) 286-937
7104,1667,2,8-641-590  
7105,701,2,0-079-609  
7107,3074,2,(5) 289-244
7108,1131,2,(9) 488-810
7111,3094,2,(1) 196-680
7115,638,2,1-851-284  
7117,618,2,6-820-198  
7119,81,2,(9) 120-841
7120,515,2,0-786-094  
7122,2693,2,(9) 828-709
7123,786,2,(1) 036-039
7125,532,2,(8) 726-834
7126,976,2,(9) 870-019
7128,621,2,(0) 152-885
7129,1784,2,4-428-070  
7130,696,2,3-928-815  
7131,2178,2,9-885-388  
7133,3284,2,(5) 218-788
7134,3646,2,9-805-098  
7135,3047,2,(7) 052-456
7136,1753,2,(6) 215-038
7137,3786,2,4-870-040  
7138,1945,2,9-292-461  
7139,1421,2,4-652-677  
7142,1468,2,(6) 821-208
7143,3797,2,7-497-401  
7144,1812,2,9-818-058  
7145,3692,2,7-486-859  
7146,578,2,(4) 648-575
7147,1642,2,9-389-583  
7148,743,2,3-404-510  
7151,1609,2,(5) 388-419
7155,2208,2,(5) 072-060
7156,62,2,9-085-505  
7157,469,2,(8) 195-510
7158,850,2,(8) 939-803
7159,3847,2,8-742-816  
7160,37,2,0-764-170  
7161,718,2,(1) 883-209
7162,2019,2,0-807-439  
7163,590,2,(5) 879-414
7164,1424,2,5-646-641  
7166,3045,2,6-601-527  
7168,2059,2,9-725-616  
7169,3790,2,5-017-637  
7171,226,2,(5) 000-070
7172,1626,2,(5) 202-981
7173,2132,2,(1) 258-629
7174,311,2,9-898-318  
7177,958,2,(6) 930-475
7178,3931,2,9-993-704  
7180,376,2,(4) 606-257
7183,3600,2,(2) 421-251
7186,1091,2,(0) 736-135
7187,207,2,0-312-704  
7189,2330,2,7-508-536  
7190,1571,2,(1) 409-943
7192,3825,2,(2) 769-613
7195,371,2,(1) 189-349
7197,3924,2,7-612-688  
7198,2934,2,7-603-389  
7200,1600,2,(7) 831-280
7201,2320,2,(2) 109-621
7202,880,2,8-266-341  
7204,1498,2,5-783-506  
7205,1889,2,4-537-524  
7206,1502,2,0-017-857  
7208,1637,2,(3) 343-335
7209,499,2,6-613-583  
7210,214,2,(2) 347-908
7212,1197,2,(1) 816-638
7213,2609,2,(7) 181-173
7219,2,2,5-237-046  
7222,1928,2,4-226-469  
7223,1763,2,9-612-657  
7224,186,2,(7) 744-777
7228,1539,2,(1) 539-969
7232,997,2,(7) 097-654
7233,602,2,(1) 844-423
7234,1088,2,7-095-513  
7235,1461,2,(4) 324-362
7236,2981,2,(4) 875-337
7238,3708,2,5-180-157  
7239,1326,2,(6) 277-447
7240,437,2,4-865-387  
7241,276,2,4-820-581  
7242,3777,2,(4) 089-107
7243,397,2,7-269-669  
7251,2279,2,(4) 742-245
7252,1828,2,8-633-368  
7255,1310,2,4-428-988  
7256,1878,2,(6) 570-434
7257,413,2,5-625-043  
7258,843,2,(1) 745-076
7260,536,2,(0) 608-192
7262,458,2,(1) 716-634
7263,1176,2,(2) 321-350
7264,3684,2,0-586-989  
7265,492,2,(0) 363-338
7266,1344,2,3-392-176  
7271,983,2,7-313-168  
7272,443,2,(1) 352-795
7274,763,2,0-549-935  
7275,129,2,(3) 557-292
7276,1259,2,9-144-578  
7280,3016,2,5-691-878  
7283,430,2,(1) 684-117
7292,2207,2,0-862-710  
7293,550,2,(9) 985-332
7294,408,2,(8) 478-019
7295,3824,2,(4) 796-938
7296,3347,2,4-534-029  
7298,1400,2,(8) 103-125
7299,598,2,(2) 629-131
7301,470,2,7-050-758  
7302,348,2,2-945-591  
7307,2718,2,(7) 475-386
7308,3638,2,3-398-597  
7309,2491,2,2-836-936  
7310,214,2,(7) 691-885
