ID_PO,MAPO,TRANGTHAI,NGAYPO,MINCODEPGH,LIENHE,NGAYGUIHANGDK,LOAIHINHNHAPKHO,GHICHU,DIACHIGIAOHANG,TONGTIEN,MA_MHVH,MAKHO,ID_NBH
6820,21159060,0,3/12/2020 0:45,2.38E+11,Richardson,3/12/2020 4:45,Nhập kho trực tiếp,G51RXFH4DUAA4NX4,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",14247000,MHVH005   ,KHO008    ,6311
6821,40296225,1,3/12/2020 1:00,4.01E+12,Cohen,3/12/2020 5:00,Nhập kho trực tiếp,OPUC07ABYV4IA36S59FCWEFF,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",7164000,MHVH001   ,KHO001    ,7709
6822,46145147,1,3/12/2020 1:15,9.39E+12,Morgan,3/12/2020 5:15,Nhập kho trực tiếp,FHRG9LZIL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1315000,MHVH005   ,KHO008    ,6723
6823,29554080,0,3/12/2020 1:30,6.75E+12,Prince,3/12/2020 5:30,Nhập kho trực tiếp,ACBGXQFYKDL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",22960000,MHVH001   ,KHO001    ,3428
6824,96482793,1,3/12/2020 1:45,4.83E+12,Byrd,3/12/2020 5:45,Nhập kho trực tiếp,Q3IZEHRM99EIKPIVP950OCWFUTHLGFU27CQOYA7HQZI0XS,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",3448000,NULL,NULL,NULL
6825,27454435,0,3/12/2020 2:00,7.50005E+12,Mejia,3/12/2020 6:00,Nhập kho trực tiếp,78K9B,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",10710000,MHVH002   ,KHO004    ,25
6826,17241787,0,3/12/2020 2:15,9.64E+12,Grant,3/12/2020 6:15,Nhập kho trực tiếp,LFE724L065TFCB8ZTWE2O9OUVH1W9CV6JUMXCHV5,"233đường Trục, P.13, Q. BìnhThạnh",3828000,MHVH002   ,KHO004    ,5729
6827,27416987,0,3/12/2020 2:30,8.01E+12,Rich,3/12/2020 6:30,Nhập kho trực tiếp,HKUOLKHN8ENV8JBQJCK,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",8760000,MHVH002   ,KHO004    ,2580
6828,16739577,0,3/12/2020 2:45,3.11E+12,Wu,3/12/2020 6:45,Nhập kho trực tiếp,OQT9NVIPBMC18G7PU59XK90X7AABA6S5A2YQQL1Q2SCM2M,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",8192000,MHVH002   ,KHO002    ,870
6829,95798644,1,3/12/2020 3:00,5.95E+12,Nicholson,3/12/2020 7:00,Nhập kho trực tiếp,SCMWE2NJEPV1CK6F4T,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",12817000,MHVH004   ,KHO007    ,6473
6830,35713886,0,3/12/2020 3:15,5.72E+11,Lambert,3/12/2020 7:15,Nhập kho trực tiếp,R5IGY93IUSWEVLNIZN9E2MJJ1VJO5VC7SUVHAVNN,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",5838000,MHVH002   ,KHO003    ,5944
6831,16547890,0,3/12/2020 3:30,5.24E+12,Jensen,3/12/2020 7:30,Nhập kho trực tiếp,KTRIA0FP27RVF54MYF3PECYFOL0Q673ZL2I,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",10353000,MHVH003   ,KHO006    ,2360
6832,58916003,1,3/12/2020 3:45,4.45E+12,Clarke,3/12/2020 7:45,Nhập kho trực tiếp,S0QV3Z3NL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1390000,MHVH001   ,KHO002    ,1206
6833,63277249,0,3/12/2020 4:00,8.79E+11,Calderon,3/12/2020 8:00,Nhập kho trực tiếp,DPQUBGKYW7UBTPZPIV4S9CNBUYP8LE9BU,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",22960000,MHVH004   ,KHO007    ,9206
6834,63084945,0,3/12/2020 4:15,8.51E+12,Tapia,3/12/2020 8:15,Nhập kho trực tiếp,8AZBVNEN6AZG61VEG8JS202F0DQCCHXJH,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",532000,MHVH003   ,KHO005    ,6665
6835,931195,1,3/12/2020 4:30,1.85E+12,Ponce,3/12/2020 8:30,Nhập kho trực tiếp,GOQ7ZGDM6CCDRNC7Y1R1A78JBI,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",18594000,MHVH002   ,KHO002    ,9773
6836,79119095,0,3/12/2020 4:45,5.99E+12,Daugherty,3/12/2020 8:45,Nhập kho trực tiếp,2AODF,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",23984000,MHVH003   ,KHO004    ,6849
6837,41667618,0,3/12/2020 5:00,1.91E+12,Beard,3/12/2020 9:00,Nhập kho trực tiếp,P,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",6892000,MHVH004   ,KHO006    ,5136
6838,33204139,0,3/12/2020 5:15,1.59E+12,Nielsen,3/12/2020 9:15,Nhập kho trực tiếp,6O982FFUQ3ML3Z5JVRG78,"156 pAn Lạc A, QBình Tân, TpHCM",19485000,MHVH005   ,KHO009    ,9171
6839,86103985,1,3/12/2020 5:30,6.11E+11,James,3/12/2020 9:30,Nhập kho trực tiếp,6VGKBCHYWE235JOSPMUDHGOWT25,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",11739000,MHVH005   ,KHO008    ,9725
6840,75764404,0,3/12/2020 5:45,7.59E+12,Hubbard,3/12/2020 9:45,Nhập kho trực tiếp,HOIICQIDSI43CS77JZUMV32TCVYP7KR87CG7WJRF1A0,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1120000,MHVH004   ,KHO006    ,4152
6841,76879602,0,3/12/2020 6:00,1.00E+12,Burnett,3/12/2020 10:00,Nhập kho trực tiếp,IR0P9GCT8IAEMP6GRS67RVW0BZBZ8FLK2VBKU9GQ7,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",18387000,MHVH002   ,KHO004    ,6722
6842,3037220,1,3/12/2020 6:15,6.06E+12,Beltran,3/12/2020 10:15,Nhập kho trực tiếp,ZO2,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4956000,MHVH002   ,KHO004    ,6748
6843,45797778,0,3/12/2020 6:30,5.75E+12,Goodman,3/12/2020 10:30,Nhập kho trực tiếp,L7DAN84SFMV0E94DLTXPBRDLMICF0TW7Y8E4MXRCGAFOPTU,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1980000,MHVH002   ,KHO003    ,9596
6844,78445935,1,3/12/2020 6:45,3.48E+12,Hunter,3/12/2020 10:45,Nhập kho trực tiếp,MUC6QCQUTSN5WORMQN25V0RN2K91BPVSN5T6HPGLI,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",84000,MHVH003   ,KHO005    ,1671
6845,35400712,0,3/12/2020 7:00,3.07E+12,Kirk,3/12/2020 11:00,Nhập kho trực tiếp,BTAMGRITY1RPBL2O453PI4,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",11312000,MHVH005   ,KHO008    ,7859
6846,31310864,1,3/12/2020 7:15,8.46E+12,Li,3/12/2020 11:15,Nhập kho trực tiếp,UHRV,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",3020000,MHVH004   ,KHO006    ,1640
6847,5182706,0,3/12/2020 7:30,9.76E+12,Petty,3/12/2020 11:30,Nhập kho trực tiếp,406GNAOXDF4IJIQT1XU7,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,24165000,MHVH002   ,KHO003    ,5105
6848,81286656,0,3/12/2020 7:45,5.79E+10,Mann,3/12/2020 11:45,Nhập kho trực tiếp,SLAIT27XF4PVWOYVA20X5BO1L6ZD2TJWOHBEVYT8H0XBF,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",13440000,MHVH002   ,KHO002    ,4896
6849,74353968,0,3/12/2020 8:00,2.84E+12,Pennington,3/12/2020 12:00,Nhập kho trực tiếp,MUSYQVTAYHX9WN2TULK,120 Phan Xích Long P3 Quận Bình Thạnh,12582000,MHVH005   ,KHO008    ,1458
6850,84891421,1,3/12/2020 8:15,1.00E+13,Friedman,3/12/2020 12:15,Nhập kho trực tiếp,7FCJZB8RF5D,120 Phan Xích Long P3 Quận Bình Thạnh,7110000,MHVH001   ,KHO002    ,2028
6851,52102199,1,3/12/2020 8:30,9.87E+12,Sherman,3/12/2020 12:30,Nhập kho trực tiếp,LYJ5K42O3DJUGL166N5CQNE7H8ZEM2US,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",9680000,MHVH003   ,KHO005    ,4925
6852,27676370,1,3/12/2020 8:45,2.25E+12,Garza,3/12/2020 12:45,Nhập kho trực tiếp,KOY3X9QJWPTVI2DA2LSZ1MXKCNB4N10JRQWX338EFTTYK,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",5052000,MHVH001   ,KHO001    ,3889
6853,72796494,1,3/12/2020 9:00,9.78E+12,Warren,3/12/2020 13:00,Nhập kho trực tiếp,Z6L4KG1T2XQEQAXLVVOA4S6G6YCEJ8SZZ0,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",5480000,MHVH004   ,KHO007    ,9731
6854,39093749,0,3/12/2020 9:15,9.13E+12,Wilcox,3/12/2020 13:15,Nhập kho trực tiếp,5JIGKHXNY6PCYGTXY,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,10380000,MHVH003   ,KHO005    ,6218
6855,91124814,0,3/12/2020 9:30,3.96E+12,Chen,3/12/2020 13:30,Nhập kho trực tiếp,A7705YL3N9U5REPMR2CE4S6479GMEXQATPOT,"233đường Trục, P.13, Q. BìnhThạnh",3000000,MHVH005   ,KHO009    ,2854
6856,55872469,1,3/12/2020 9:45,5.90E+12,Tate,3/12/2020 13:45,Nhập kho trực tiếp,5EKUGUOTTFAMBPRLK5H03TWHZOP,"68 Nguyễn Huệ, P. Bến Nghé, Quận",550000,MHVH003   ,KHO006    ,2537
6857,63777955,0,3/12/2020 10:00,7.26E+12,Wolfe,3/12/2020 14:00,Nhập kho trực tiếp,KB1QW5MOSJOYIADT5Z38YO9,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",2464000,MHVH005   ,KHO009    ,8107
6858,42564073,1,3/12/2020 10:15,3.56E+12,Gibbs,3/12/2020 14:15,Nhập kho trực tiếp,6SDBH2VR449IDKQ523T0HJI,"156 pAn Lạc A, QBình Tân, TpHCM",1908000,MHVH005   ,KHO008    ,8782
6859,93505473,1,3/12/2020 10:30,7.12E+12,Carson,3/12/2020 14:30,Nhập kho trực tiếp,F2BZLHLV1IJ,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",2744000,MHVH002   ,KHO004    ,6705
6860,65746189,0,3/12/2020 10:45,1.59E+12,Joseph,3/12/2020 14:45,Nhập kho trực tiếp,SA6POWTD1UFL9X5UV81N9LWEQV5NJDGV1MDSX3CKP5QKN,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",6016000,MHVH004   ,KHO007    ,4211
6861,60666922,1,3/12/2020 11:00,6.52E+12,Harmon,3/12/2020 15:00,Nhập kho trực tiếp,POBQZSGVU6ERZ,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",17238000,MHVH002   ,KHO003    ,8346
6862,43366388,0,3/12/2020 11:15,3.10E+12,Miranda,3/12/2020 15:15,Nhập kho trực tiếp,R6TNEKKNJD,"233đường Trục, P.13, Q. BìnhThạnh",17040000,MHVH003   ,KHO004    ,6805
6863,16010344,0,3/12/2020 11:30,6.56E+12,Schneider,3/12/2020 15:30,Nhập kho trực tiếp,SWGX,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1590000,MHVH001   ,KHO001    ,9393
6864,17479800,0,3/12/2020 11:45,1.38E+12,Fry,3/12/2020 15:45,Nhập kho trực tiếp,VBR06GBTENE5R6D54JTJB263524YT7V0YPB20YMAU09Q,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",10759000,MHVH004   ,KHO007    ,6310
6865,50329490,0,3/12/2020 12:00,4.20E+12,Atkins,3/12/2020 16:00,Nhập kho trực tiếp,FVCZRODNDSS4OU4BDZ6RE72VA55XJPBSGXQ6SZ2JICK,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",2049000,MHVH002   ,KHO003    ,1940
6866,98924998,1,3/12/2020 12:15,1.85E+12,Richardson,3/12/2020 16:15,Nhập kho trực tiếp,IYC4,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2150000,MHVH004   ,KHO007    ,1517
6867,12529318,0,3/12/2020 12:30,1.53E+12,Strong,3/12/2020 16:30,Nhập kho trực tiếp,YH02YR8THOLIF4OG0OQ4XJEWN,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",22990000,MHVH004   ,KHO007    ,500
6868,11008355,1,3/12/2020 12:45,6.12E+11,Haas,3/12/2020 16:45,Nhập kho trực tiếp,1M5DCT0FK8BQH6ICBAH038VGI9L0KE33EPPLO3,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",7609000,MHVH001   ,KHO001    ,5024
6869,18557360,1,3/12/2020 13:00,4.63E+12,Castro,3/12/2020 17:00,Nhập kho trực tiếp,RI0JG5A6KLL83FN6SQOU380V547BSHWO7Y,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",11242000,MHVH005   ,KHO008    ,8223
6870,98147579,0,3/12/2020 13:15,8.36E+12,Howell,3/12/2020 17:15,Nhập kho trực tiếp,I2PFA721EZ6ZOR,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",23200000,MHVH004   ,KHO008    ,2255
6871,37824112,1,3/12/2020 13:30,5.22E+12,Castro,3/12/2020 17:30,Nhập kho trực tiếp,WUZ88JI5DBYZD2PW15P533B,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",8890000,MHVH005   ,KHO009    ,9344
6872,90773631,1,3/12/2020 13:45,2.25E+12,Avery,3/12/2020 17:45,Nhập kho trực tiếp,N06LWZ5IJ9K1OYQ50XB4C8PYP24UYMF,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",18270000,MHVH004   ,KHO007    ,8313
6873,82143597,1,3/12/2020 14:00,9.58E+12,Gordon,3/12/2020 18:00,Nhập kho trực tiếp,JML8CW9E6F,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",370000,MHVH002   ,KHO003    ,153
6874,94825959,0,3/12/2020 14:15,4.04E+12,Galvan,3/12/2020 18:15,Nhập kho trực tiếp,4HN83EJ55S71EB8VTUAJXTSI2CIS,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",7265000,MHVH002   ,KHO004    ,1173
6875,89130106,0,3/12/2020 14:30,2.39E+12,Collier,3/12/2020 18:30,Nhập kho trực tiếp,OWXWTKG2T1FEG9ZCL7W40FJWVIAP46QWR1HW94LQRTZTU5,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",24264000,MHVH005   ,KHO009    ,7631
6876,88539883,0,3/12/2020 14:45,7.82E+12,Burgess,3/12/2020 18:45,Nhập kho trực tiếp,KS5H4LN28D11AARXNAJNFS33GM6,120 Phan Xích Long P3 Quận Bình Thạnh,5322000,MHVH001   ,KHO002    ,8840
6877,70300176,0,3/12/2020 15:00,6.22E+12,Mc Dowell,3/12/2020 19:00,Nhập kho trực tiếp,7FQ1Q2QXZPMB3Z8I82AF0VCIBH1SO20,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1233000,MHVH004   ,KHO007    ,942
6878,93160517,1,3/12/2020 15:15,4.55E+12,Clayton,3/12/2020 19:15,Nhập kho trực tiếp,EAVTNZA8KTYYN7KFJKUDCQDB3,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",17526000,MHVH005   ,KHO008    ,6701
6879,95011900,1,3/12/2020 15:30,9.86E+12,Kerr,3/12/2020 19:30,Nhập kho trực tiếp,Q90X8XP4WS4FV9S1V6XDV3WL847M5OXJPG917ML1,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",990000,MHVH002   ,KHO003    ,3884
6880,52000029,0,3/12/2020 15:45,6.92E+12,Irwin,3/12/2020 19:45,Nhập kho trực tiếp,JBSB4OLLBV6DQCMCFP3P2Z8VKPFZRT8KW3BS4,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1620000,MHVH003   ,KHO005    ,4756
6881,39253882,0,3/12/2020 16:00,6.73E+12,Welch,3/12/2020 20:00,Nhập kho trực tiếp,4FM0TSQ5Z3MOSXIB6J3WRE8LUHNMHM0T76KO2,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",2940000,MHVH004   ,KHO006    ,7534
6882,10788995,0,3/12/2020 16:15,6.17E+12,Powers,3/12/2020 20:15,Nhập kho trực tiếp,5F4FPBC20A2KXSP7IP606B54OD3SHMCT84DNRBOX8SGCJWO,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1260000,MHVH003   ,KHO005    ,5761
6883,37910434,0,3/12/2020 16:30,9.81E+12,Mata,3/12/2020 20:30,Nhập kho trực tiếp,4ZNUH2WTA0RC8KLEY8CTE2G609RDVSLRPVOHYHC,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",5556000,MHVH005   ,KHO009    ,8635
6884,62026612,1,3/12/2020 16:45,7.70E+12,Barron,3/12/2020 20:45,Nhập kho trực tiếp,7KCRKCPO72EAKVT2JHT7AIYHFZNCV4GGV5LUPOMOK2,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1300000,MHVH002   ,KHO003    ,9542
6885,971140,1,3/12/2020 17:00,6.13E+12,Maynard,3/12/2020 21:00,Nhập kho trực tiếp,SDA7T1MXHN5VPLUCLPCT3LYEEAZDVU5M8B544RTA9,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3518000,MHVH004   ,KHO006    ,5446
6886,75481888,1,3/12/2020 17:15,4.96E+12,Clark,3/12/2020 21:15,Nhập kho trực tiếp,YSQAV8UB0Y8936FVTJ281MIINDFQ8TW2JWN6N4EQJ,"68 Nguyễn Huệ, P. Bến Nghé, Quận",2501000,MHVH005   ,KHO009    ,6672
6887,44506394,1,3/12/2020 17:30,1.27E+12,Lowe,3/12/2020 21:30,Nhập kho trực tiếp,U7EY8ZO8Y9805CA8NHT337,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",24444000,MHVH005   ,KHO008    ,7607
6888,97843369,0,3/12/2020 17:45,9.45E+12,Brown,3/12/2020 21:45,Nhập kho trực tiếp,5P7J97P5BPHSA3O5G2ZVMTIQAVFGWXGGM4890FF194WBNJZ,"156 pAn Lạc A, QBình Tân, TpHCM",22888000,MHVH001   ,KHO002    ,673
6889,84427563,0,3/12/2020 18:00,8.48E+12,Bruce,3/12/2020 22:00,Nhập kho trực tiếp,YCC04CFC6G8DS89E9155UF41NXLIX72QW9IJKFBAPW2,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",12150000,MHVH001   ,KHO002    ,2369
6890,85541530,0,3/12/2020 18:15,9.22E+12,Frank,3/12/2020 22:15,Nhập kho trực tiếp,6180VI2METAJ7BD6QXEZDI,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",436000,MHVH001   ,KHO001    ,7222
6891,46616502,0,3/12/2020 18:30,3.63E+12,Richard,3/12/2020 22:30,Nhập kho trực tiếp,IQPTTPUGXCKULOKMF5GC3YYC814,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3325000,MHVH004   ,KHO007    ,4917
6892,86053577,0,3/12/2020 18:45,8.54E+12,Gardner,3/12/2020 22:45,Nhập kho trực tiếp,RI36OKQA6O8WJCD7MGRH5,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,348000,MHVH005   ,KHO008    ,6144
6893,39338116,1,3/12/2020 19:00,8.31E+12,George,3/12/2020 23:00,Nhập kho trực tiếp,ZTX5DJRCLSLAPF8E60Y9GQWJTRLRQR9MFFI,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2394000,MHVH001   ,KHO002    ,434
6894,40826843,1,3/12/2020 19:15,7.89E+11,Bullock,3/12/2020 23:15,Nhập kho trực tiếp,8I76JT3GB9MYY7ARJVU8XDCMYZMTIYV9WZ5NS,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3642000,MHVH003   ,KHO005    ,9644
6895,77976163,1,3/12/2020 19:30,5.17E+12,King,3/12/2020 23:30,Nhập kho trực tiếp,QMNG8K4NTIH,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",5712000,MHVH004   ,KHO007    ,4808
6896,53793670,1,3/12/2020 19:45,6.91E+12,Reyes,3/12/2020 23:45,Nhập kho trực tiếp,3JL9CV6L8J79YDDC1Y1MYQ48,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",239000,MHVH002   ,KHO003    ,4769
6897,31071903,0,3/12/2020 20:00,9.63E+12,Pitts,3/13/2020 0:00,Nhập kho trực tiếp,G4SHA63BZUBOMMAH7J6F,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",384000,MHVH002   ,KHO002    ,7891
6898,91510530,1,3/12/2020 20:15,5.21E+12,Larsen,3/13/2020 0:15,Nhập kho trực tiếp,IU6RLUHVKCFDOVQE3XD4YYJ2OFCR4Q7,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",14490000,MHVH002   ,KHO003    ,4991
6899,84446556,0,3/12/2020 20:30,5.43E+12,Wilkins,3/13/2020 0:30,Nhập kho trực tiếp,T7,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1720000,MHVH001   ,KHO002    ,4579
6900,24788092,1,3/12/2020 20:45,7.85E+12,Morton,3/13/2020 0:45,Nhập kho trực tiếp,AL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",16686000,MHVH001   ,KHO002    ,2507
6901,94571667,1,3/12/2020 21:00,2.18E+12,Mayer,3/13/2020 1:00,Nhập kho trực tiếp,OBMGFHWBXQJ34,120 Phan Xích Long P3 Quận Bình Thạnh,12800000,MHVH003   ,KHO005    ,5461
6902,13557207,0,3/12/2020 21:15,6.28E+12,Cuevas,3/13/2020 1:15,Nhập kho trực tiếp,SAFJB336IPQT5GJGXGS,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1742000,MHVH005   ,KHO009    ,4445
6903,68112641,0,3/12/2020 21:30,4.59E+12,Hicks,3/13/2020 1:30,Nhập kho trực tiếp,91HHI16CHL71ML5ISEYIMHTWPMBFRGT2,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",24300000,MHVH003   ,KHO006    ,233
6904,54029419,1,3/12/2020 21:45,9.96E+11,Meyers,3/13/2020 1:45,Nhập kho trực tiếp,QCQTX09WRPXIP6KB1OIIAQR8LSWQRK0R4QV,120 Phan Xích Long P3 Quận Bình Thạnh,3840000,MHVH002   ,KHO004    ,1494
6905,82433362,1,3/12/2020 22:00,5.51E+12,Gilmore,3/13/2020 2:00,Nhập kho trực tiếp,EOUDOLVSWE0FQ4PSAK00LI743J56P5DYACWCT4T,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",2373000,MHVH004   ,KHO008    ,2223
6906,7620362,0,3/12/2020 22:15,1.46E+12,Kirk,3/13/2020 2:15,Nhập kho trực tiếp,VYC7SHZMV7GKQVM,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",14466000,MHVH003   ,KHO005    ,4207
6907,28105366,0,3/12/2020 22:30,5.68E+12,Howard,3/13/2020 2:30,Nhập kho trực tiếp,GP95F,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",152000,MHVH004   ,KHO006    ,3886
6908,868384,1,3/12/2020 22:45,5.33E+12,Acosta,3/13/2020 2:45,Nhập kho trực tiếp,3Q014E7CY6QB5N5,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",318000,MHVH005   ,KHO009    ,6832
6909,3216352,0,3/12/2020 23:00,1.61E+12,Osborn,3/13/2020 3:00,Nhập kho trực tiếp,CMJIBHOT7FQ0W3UO95VL6QCLFI9ATEQYQGDNLWEL17TPN7GUB,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",22600000,MHVH005   ,KHO008    ,4037
6910,50592885,1,3/12/2020 23:15,8.44E+12,Finley,3/13/2020 3:15,Nhập kho trực tiếp,2ZRKULAY3S8EZTOR9GQ73CR9JYWNX71EZRBR75LRDNSLDN8,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",11640000,MHVH003   ,KHO005    ,9303
6911,7624594,0,3/12/2020 23:30,9.77E+12,Galvan,3/13/2020 3:30,Nhập kho trực tiếp,0WX043ZQ7I0WOM0WRTE8HXK3UYUFJ6WVQWM190AWSLJP5P3QMW,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",16452000,MHVH004   ,KHO007    ,1769
6912,57713671,0,3/12/2020 23:45,9.37E+12,Frederick,3/13/2020 3:45,Nhập kho trực tiếp,K9ZI3CT6,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1656000,MHVH004   ,KHO007    ,4256
6913,74729155,0,3/13/2020 0:00,3.11E+12,Rangel,3/13/2020 4:00,Nhập kho trực tiếp,8J61L45S0ZMQIIGVDVY5V4TMCBMQDJPGU5N8FH30JAQ,"68 Nguyễn Huệ, P. Bến Nghé, Quận",5976000,MHVH005   ,KHO009    ,491
6914,12584923,1,3/13/2020 0:15,6.61E+11,Vincent,3/13/2020 4:15,Nhập kho trực tiếp,A32QJNPGU094QJP9H,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2855000,MHVH003   ,KHO004    ,9263
6915,64771448,0,3/13/2020 0:30,5.80E+12,Perry,3/13/2020 4:30,Nhập kho trực tiếp,EH95WCV7GWRYLKE5C99W7QT8LTVII,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",594000,MHVH003   ,KHO005    ,1404
6916,49271509,0,3/13/2020 0:45,9.56E+12,Jenkins,3/13/2020 4:45,Nhập kho trực tiếp,STI4W8,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",4804000,MHVH003   ,KHO005    ,2824
6917,46495228,0,3/13/2020 1:00,3.71E+11,Weiss,3/13/2020 5:00,Nhập kho trực tiếp,46PUB6TOWFPQL7G0L8ON1K2HDPL4YFH,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",5082000,MHVH001   ,KHO002    ,4054
6918,87262080,1,3/13/2020 1:15,2.04E+12,Jefferson,3/13/2020 5:15,Nhập kho trực tiếp,5R72K1VK0JOE6RX,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",15974000,MHVH005   ,KHO008    ,6529
