ID_DH,THOIGIANDAT,TRANGTHAI,THOIGIANGIAO,THOIGIANXN,DIACHIGIAOHANG,TONGCONG,ID_COUPONGIAMGIA,MA_HTGH,MA_HTTT,ID_KH,ID_NV,ID_PO
7050,3/14/2020 10:15,4,3/21/2020 10:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1946,HTGH001   ,HTTT001   ,7152,255,7894
7051,3/14/2020 10:30,4,3/21/2020 10:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1228,HTGH002   ,HTTT004   ,6585,236,7804
7052,3/14/2020 10:45,4,3/21/2020 10:45,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1606,HTGH003   ,HTTT005   ,5221,107,5762
7053,3/14/2020 11:00,1,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,623,HTGH001   ,HTTT001   ,6850,194,6780
7054,3/14/2020 11:15,4,3/21/2020 11:15,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,270,HTGH001   ,HTTT002   ,3143,10,7193
7055,3/14/2020 11:30,6,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,411,HTGH001   ,HTTT001   ,7012,165,7562
7056,3/14/2020 11:45,3,3/21/2020 11:45,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,701,HTGH003   ,HTTT005   ,9220,362,4359
7057,3/14/2020 12:00,5,3/21/2020 12:00,3/22/2020 12:00,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,97,HTGH001   ,HTTT001   ,8798,227,7906
7058,3/14/2020 12:15,1,NULL,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,963,HTGH002   ,HTTT004   ,7486,458,7325
7059,3/14/2020 12:30,3,3/21/2020 12:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,252,HTGH002   ,HTTT003   ,4428,157,7007
7060,3/14/2020 12:45,5,3/21/2020 12:45,3/22/2020 12:45,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1123,HTGH001   ,HTTT002   ,3860,10,7975
7061,3/14/2020 13:00,6,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,380,HTGH001   ,HTTT001   ,8640,243,7661
7062,3/14/2020 13:15,1,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,478,HTGH002   ,HTTT003   ,4541,386,7425
7063,3/14/2020 13:30,3,3/21/2020 13:30,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,2061,HTGH002   ,HTTT002   ,4239,85,6389
7064,3/14/2020 13:45,1,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,668,HTGH003   ,HTTT005   ,5904,213,7247
7065,3/14/2020 14:00,3,3/21/2020 14:00,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1581,HTGH001   ,HTTT001   ,9143,207,6829
7066,3/14/2020 14:15,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,377,HTGH002   ,HTTT003   ,5616,54,6816
7067,3/14/2020 14:30,6,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,502,HTGH002   ,HTTT003   ,8956,223,6181
7068,3/14/2020 14:45,4,3/21/2020 14:45,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,962,HTGH003   ,HTTT004   ,1393,277,5047
7069,3/14/2020 15:00,1,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1505,HTGH002   ,HTTT003   ,2962,446,7883
7070,3/14/2020 15:15,4,3/21/2020 15:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1020,HTGH003   ,HTTT005   ,4155,65,6063
7071,3/14/2020 15:30,4,3/21/2020 15:30,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,835,HTGH001   ,HTTT002   ,3256,490,6139
7072,3/14/2020 15:45,6,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,784,HTGH002   ,HTTT003   ,9313,14,1549
7073,3/14/2020 16:00,3,3/21/2020 16:00,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1984,HTGH003   ,HTTT005   ,8208,443,7815
7074,3/14/2020 16:15,2,3/21/2020 16:15,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,865,HTGH003   ,HTTT005   ,7775,213,7985
7075,3/14/2020 16:30,3,3/21/2020 16:30,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1831,HTGH002   ,HTTT003   ,991,282,7077
7076,3/14/2020 16:45,1,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,2064,HTGH001   ,HTTT002   ,5620,50,7921
7077,3/14/2020 17:00,2,3/21/2020 17:00,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1812,HTGH001   ,HTTT001   ,4071,218,7840
7078,3/14/2020 17:15,3,3/21/2020 17:15,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1443,HTGH003   ,HTTT004   ,3926,396,7132
7079,3/14/2020 17:30,6,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1607,HTGH002   ,HTTT002   ,8774,286,6166
7080,3/14/2020 17:45,5,3/21/2020 17:45,3/22/2020 17:45,120 Phan Xích Long P3 Quận Bình Thạnh,0,11,HTGH001   ,HTTT002   ,8569,10,7981
7081,3/14/2020 18:00,2,3/21/2020 18:00,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,1698,HTGH002   ,HTTT003   ,4337,377,7583
7082,3/14/2020 18:15,6,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,2159,HTGH002   ,HTTT003   ,5453,34,4982
7083,3/14/2020 18:30,5,3/21/2020 18:30,3/22/2020 18:30,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1948,HTGH001   ,HTTT001   ,6047,448,7951
7084,3/14/2020 18:45,3,3/21/2020 18:45,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,NULL,NULL,NULL,NULL,NULL,NULL
7085,3/14/2020 19:00,2,3/21/2020 19:00,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,2037,HTGH001   ,HTTT001   ,9354,174,7915
7086,3/14/2020 19:15,2,3/21/2020 19:15,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,936,HTGH001   ,HTTT001   ,8203,326,5233
7087,3/14/2020 19:30,1,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,164,HTGH001   ,HTTT001   ,7718,308,7432
7088,3/14/2020 19:45,4,3/21/2020 19:45,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1166,HTGH001   ,HTTT001   ,5411,224,5284
7089,3/14/2020 20:00,4,3/21/2020 20:00,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1764,HTGH003   ,HTTT005   ,3288,140,5818
7090,3/14/2020 20:15,3,3/21/2020 20:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1572,HTGH002   ,HTTT003   ,6333,46,7180
7091,3/14/2020 20:30,2,3/21/2020 20:30,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,278,HTGH001   ,HTTT002   ,5590,41,7166
7092,3/14/2020 20:45,2,3/21/2020 20:45,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,253,HTGH001   ,HTTT002   ,5653,66,6265
7093,3/14/2020 21:00,3,3/21/2020 21:00,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,167,HTGH003   ,HTTT005   ,5267,303,6787
7094,3/14/2020 21:15,5,3/21/2020 21:15,3/22/2020 21:15,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,107,HTGH001   ,HTTT001   ,6100,159,7516
7095,3/14/2020 21:30,5,3/21/2020 21:30,3/22/2020 21:30,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1226,HTGH003   ,HTTT005   ,2304,408,7889
7096,3/14/2020 21:45,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1606,HTGH003   ,HTTT005   ,5099,362,7977
7097,3/14/2020 22:00,6,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1640,HTGH003   ,HTTT005   ,4357,59,5735
7098,3/14/2020 22:15,4,3/21/2020 22:15,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,2125,HTGH001   ,HTTT001   ,8399,194,7686
7099,3/14/2020 22:30,4,3/21/2020 22:30,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,195,HTGH002   ,HTTT003   ,8924,193,7826
7100,3/14/2020 22:45,3,3/21/2020 22:45,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,2059,HTGH003   ,HTTT004   ,3008,339,7916
7101,3/14/2020 23:00,1,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1240,HTGH003   ,HTTT005   ,7056,414,7607
7102,3/14/2020 23:15,6,NULL,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1865,HTGH003   ,HTTT004   ,8923,469,4148
7103,3/14/2020 23:30,2,3/21/2020 23:30,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1853,HTGH002   ,HTTT003   ,3845,289,5705
7104,3/14/2020 23:45,3,3/21/2020 23:45,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1675,HTGH001   ,HTTT001   ,9948,230,6470
7105,3/15/2020 0:00,6,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,655,HTGH001   ,HTTT001   ,3579,62,5272
7106,3/15/2020 0:15,5,3/22/2020 0:15,3/23/2020 0:15,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,2190,HTGH003   ,HTTT005   ,2531,35,7746
7107,3/15/2020 0:30,1,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,2186,HTGH003   ,HTTT005   ,9412,305,7282
7108,3/15/2020 0:45,5,3/22/2020 0:45,3/23/2020 0:45,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1177,HTGH003   ,HTTT005   ,6947,467,6730
7109,3/15/2020 1:00,2,3/22/2020 1:00,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,186,HTGH002   ,HTTT002   ,3558,52,7658
7110,3/15/2020 1:15,5,3/22/2020 1:15,3/23/2020 1:15,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,680,HTGH003   ,HTTT004   ,9915,393,6086
7111,3/15/2020 1:30,1,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,266,HTGH001   ,HTTT001   ,5970,239,6291
7112,3/15/2020 1:45,3,3/22/2020 1:45,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,80,HTGH003   ,HTTT005   ,54,189,7333
7113,3/15/2020 2:00,1,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1639,HTGH001   ,HTTT001   ,4281,202,6869
7114,3/15/2020 2:15,5,3/22/2020 2:15,3/23/2020 2:15,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,491,HTGH003   ,HTTT005   ,7916,478,6680
7115,3/15/2020 2:30,3,3/22/2020 2:30,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,373,HTGH003   ,HTTT005   ,4521,411,7762
7116,3/15/2020 2:45,1,NULL,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1822,HTGH003   ,HTTT005   ,914,57,6905
7117,3/15/2020 3:00,3,3/22/2020 3:00,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1404,HTGH002   ,HTTT003   ,5509,103,7614
7118,3/15/2020 3:15,1,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,2091,HTGH002   ,HTTT003   ,5511,130,7736
7119,3/15/2020 3:30,5,3/22/2020 3:30,3/23/2020 3:30,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1781,HTGH002   ,HTTT003   ,4952,497,7367
7120,3/15/2020 3:45,2,3/22/2020 3:45,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,223,HTGH002   ,HTTT003   ,2718,42,2943
7121,3/15/2020 4:00,6,NULL,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,895,HTGH001   ,HTTT001   ,9079,215,7917
7122,3/15/2020 4:15,3,3/22/2020 4:15,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,2020,HTGH002   ,HTTT003   ,8799,125,7532
7123,3/15/2020 4:30,6,NULL,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,163,HTGH002   ,HTTT003   ,3546,319,6482
7124,3/15/2020 4:45,4,3/22/2020 4:45,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1186,HTGH001   ,HTTT002   ,1031,426,7937
7125,3/15/2020 5:00,2,3/22/2020 5:00,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1710,HTGH001   ,HTTT001   ,6724,313,6696
7126,3/15/2020 5:15,3,3/22/2020 5:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1316,HTGH001   ,HTTT002   ,4461,56,7495
7127,3/15/2020 5:30,3,3/22/2020 5:30,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,250,HTGH001   ,HTTT001   ,6640,252,7051
7128,3/15/2020 5:45,5,3/22/2020 5:45,3/23/2020 5:45,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,897,HTGH003   ,HTTT005   ,1429,245,7611
7129,3/15/2020 6:00,4,3/22/2020 6:00,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,700,HTGH001   ,HTTT001   ,1798,1,7338
7130,3/15/2020 6:15,3,3/22/2020 6:15,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1094,HTGH002   ,HTTT004   ,5132,331,6394
7131,3/15/2020 6:30,1,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1904,HTGH003   ,HTTT004   ,2648,491,7357
7132,3/15/2020 6:45,5,3/22/2020 6:45,3/23/2020 6:45,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,2051,HTGH002   ,HTTT004   ,641,116,6627
7133,3/15/2020 7:00,6,NULL,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,660,HTGH001   ,HTTT002   ,7089,281,7454
7134,3/15/2020 7:15,4,3/22/2020 7:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,2213,HTGH001   ,HTTT001   ,4830,268,5366
7135,3/15/2020 7:30,4,3/22/2020 7:30,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,65,HTGH003   ,HTTT004   ,1457,78,6704
7136,3/15/2020 7:45,3,3/22/2020 7:45,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,592,HTGH003   ,HTTT005   ,6989,192,7728
7137,3/15/2020 8:00,5,3/22/2020 8:00,3/23/2020 8:00,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,853,HTGH001   ,HTTT001   ,6560,419,6304
7138,3/15/2020 8:15,3,3/22/2020 8:15,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1911,HTGH003   ,HTTT004   ,1956,371,7267
7139,3/15/2020 8:30,3,3/22/2020 8:30,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1602,HTGH003   ,HTTT004   ,4894,473,7700
7140,3/15/2020 8:45,3,3/22/2020 8:45,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,314,HTGH001   ,HTTT001   ,6709,53,7311
7141,3/15/2020 9:00,1,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,413,HTGH003   ,HTTT004   ,5399,468,7302
7142,3/15/2020 9:15,2,3/22/2020 9:15,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1716,HTGH001   ,HTTT001   ,1245,133,7317
7143,3/15/2020 9:30,2,3/22/2020 9:30,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1170,HTGH001   ,HTTT001   ,8603,484,7848
7144,3/15/2020 9:45,5,3/22/2020 9:45,3/23/2020 9:45,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1254,HTGH001   ,HTTT001   ,3908,239,6388
7145,3/15/2020 10:00,3,3/22/2020 10:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1717,HTGH003   ,HTTT004   ,9230,371,8058
7146,3/15/2020 10:15,6,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1567,HTGH003   ,HTTT005   ,6083,118,7798
7147,3/15/2020 10:30,2,3/22/2020 10:30,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1682,HTGH003   ,HTTT005   ,8895,176,7098
7148,3/15/2020 10:45,4,3/22/2020 10:45,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1526,HTGH002   ,HTTT003   ,5508,46,8010
7149,3/15/2020 11:00,2,3/22/2020 11:00,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,734,HTGH003   ,HTTT005   ,1554,81,6097
7150,3/15/2020 11:15,4,3/22/2020 11:15,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,839,HTGH003   ,HTTT004   ,1805,150,6438
7151,3/15/2020 11:30,4,3/22/2020 11:30,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1363,HTGH001   ,HTTT001   ,5254,392,7741
7152,3/15/2020 11:45,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1970,HTGH003   ,HTTT005   ,2570,213,7664
7153,3/15/2020 12:00,5,3/22/2020 12:00,3/23/2020 12:00,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,301,HTGH002   ,HTTT004   ,8668,95,7095
7154,3/15/2020 12:15,2,3/22/2020 12:15,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1504,HTGH003   ,HTTT005   ,3695,488,3956
7155,3/15/2020 12:30,3,3/22/2020 12:30,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,347,HTGH001   ,HTTT002   ,56,100,6512
7156,3/15/2020 12:45,5,3/22/2020 12:45,3/23/2020 12:45,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,384,HTGH003   ,HTTT004   ,7003,124,7186
7157,3/15/2020 13:00,6,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,703,HTGH003   ,HTTT005   ,8511,192,8056
7158,3/15/2020 13:15,4,3/22/2020 13:15,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,643,HTGH003   ,HTTT005   ,7665,245,7204
7159,3/15/2020 13:30,1,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,104,HTGH003   ,HTTT004   ,3071,251,6576
7160,3/15/2020 13:45,4,3/22/2020 13:45,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,2194,HTGH002   ,HTTT003   ,8465,238,7536
7161,3/15/2020 14:00,2,3/22/2020 14:00,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,415,HTGH003   ,HTTT004   ,8840,261,4794
7162,3/15/2020 14:15,3,3/22/2020 14:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1726,HTGH002   ,HTTT004   ,8529,266,7023
7163,3/15/2020 14:30,2,3/22/2020 14:30,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1967,HTGH003   ,HTTT005   ,8262,76,6130
7164,3/15/2020 14:45,5,3/22/2020 14:45,3/23/2020 14:45,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1531,HTGH001   ,HTTT001   ,9134,309,7045
7165,3/15/2020 15:00,4,3/22/2020 15:00,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,333,HTGH001   ,HTTT001   ,9946,352,7372
7166,3/15/2020 15:15,2,3/22/2020 15:15,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1477,HTGH002   ,HTTT003   ,7538,196,7767
7167,3/15/2020 15:30,3,3/22/2020 15:30,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1673,HTGH002   ,HTTT002   ,8949,89,6655
7168,3/15/2020 15:45,3,3/22/2020 15:45,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,551,HTGH003   ,HTTT005   ,8301,362,4346
7169,3/15/2020 16:00,2,3/22/2020 16:00,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1776,HTGH002   ,HTTT003   ,1495,480,7817
7170,3/15/2020 16:15,1,NULL,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,297,HTGH002   ,HTTT004   ,2898,327,7671
7171,3/15/2020 16:30,3,3/22/2020 16:30,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1692,HTGH003   ,HTTT005   ,6789,465,6612
7172,3/15/2020 16:45,1,NULL,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,94,HTGH001   ,HTTT002   ,8158,115,7047
7173,3/15/2020 17:00,4,3/22/2020 17:00,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,320,HTGH001   ,HTTT001   ,8880,8,7638
7174,3/15/2020 17:15,3,3/22/2020 17:15,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1310,HTGH002   ,HTTT003   ,1967,403,7824
7175,3/15/2020 17:30,2,3/22/2020 17:30,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1406,HTGH001   ,HTTT001   ,3894,181,7957
7176,3/15/2020 17:45,5,3/22/2020 17:45,3/23/2020 17:45,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,2028,HTGH002   ,HTTT003   ,9886,200,7119
7177,3/15/2020 18:00,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,903,HTGH001   ,HTTT002   ,1575,111,7100
7178,3/15/2020 18:15,2,3/22/2020 18:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1423,HTGH001   ,HTTT001   ,2699,47,7624
7179,3/15/2020 18:30,1,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,861,HTGH001   ,HTTT001   ,8462,40,7493
7180,3/15/2020 18:45,3,3/22/2020 18:45,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,214,HTGH001   ,HTTT002   ,5558,145,7468
7181,3/15/2020 19:00,1,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1330,HTGH001   ,HTTT002   ,7363,211,7796
7182,3/15/2020 19:15,6,NULL,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,663,HTGH002   ,HTTT003   ,8712,242,6777
7183,3/15/2020 19:30,4,3/22/2020 19:30,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,594,HTGH003   ,HTTT005   ,3106,478,8034
7184,3/15/2020 19:45,6,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,659,HTGH003   ,HTTT004   ,9672,409,7535
7185,3/15/2020 20:00,6,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1484,HTGH003   ,HTTT005   ,4476,44,5740
7186,3/15/2020 20:15,2,3/22/2020 20:15,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,589,HTGH003   ,HTTT004   ,2548,330,6711
7187,3/15/2020 20:30,1,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1787,HTGH003   ,HTTT004   ,2710,220,5861
7188,3/15/2020 20:45,5,3/22/2020 20:45,3/23/2020 20:45,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1663,HTGH002   ,HTTT002   ,2655,15,7349
7189,3/15/2020 21:00,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,496,HTGH002   ,HTTT002   ,392,413,7764
7190,3/15/2020 21:15,6,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1149,HTGH002   ,HTTT003   ,4053,127,6598
7191,3/15/2020 21:30,3,3/22/2020 21:30,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,453,HTGH003   ,HTTT005   ,2855,96,5031
7192,3/15/2020 21:45,1,NULL,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,2005,HTGH003   ,HTTT005   ,2935,487,6132
7193,3/15/2020 22:00,2,3/22/2020 22:00,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1528,HTGH001   ,HTTT001   ,1032,243,4683
7194,3/15/2020 22:15,6,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1256,HTGH003   ,HTTT004   ,5915,144,4559
